Station Name,Measurement Timestamp,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Oak Street Weather Station,06/22/2019 04:00:00 AM,16.1,73,0.0,0.0,66.1,107,0.5,0.9,994.3,-2
63rd Street Weather Station,06/22/2019 05:00:00 AM,15.4,90,0.0,0.0,154.1,29,3.1,4.6,993.7,3
Foster Weather Station,06/22/2019 05:00:00 AM,13.78,82,,0.0,,6,1.6,1.9,993.2,0
Oak Street Weather Station,06/22/2019 05:00:00 AM,17.0,71,0.0,0.0,66.1,50,0.5,0.8,994.6,0
63rd Street Weather Station,06/22/2019 06:00:00 AM,15.5,93,0.0,0.0,154.1,20,1.4,2.4,994.6,24
Foster Weather Station,06/22/2019 06:00:00 AM,14.28,82,,0.0,,48,1.5,1.6,994.2,0
Oak Street Weather Station,06/22/2019 06:00:00 AM,15.9,81,0.0,0.0,66.1,72,1.7,2.1,995.6,16
63rd Street Weather Station,07/13/2021 09:00:00 PM,24.6,76,0.0,0.0,278.4,259,1.1,1.8,996.2,0
Foster Weather Station,07/13/2021 09:00:00 PM,25.06,64,,0.0,,0,3.3,0.0,995.6,2
Oak Street Weather Station,07/13/2021 09:00:00 PM,25.6,68,0.0,0.0,129.4,0,0.4,1.9,996.9,-4
63rd Street Weather Station,07/14/2021 12:00:00 PM,27.6,67,0.0,0.0,278.4,211,2.8,5.2,998.0,301
Foster Weather Station,07/14/2021 12:00:00 PM,28.0,52,,0.0,,0,3.3,0.0,997.3,796
Oak Street Weather Station,07/14/2021 12:00:00 PM,28.5,57,0.0,0.0,129.4,29,1.1,2.5,998.5,299
63rd Street Weather Station,07/14/2021 07:00:00 PM,27.5,72,0.0,0.0,278.4,189,4.6,9.1,994.7,131
Foster Weather Station,07/14/2021 07:00:00 PM,27.28,60,,0.0,,0,3.3,0.0,994.2,125
Oak Street Weather Station,07/14/2021 07:00:00 PM,27.7,65,0.0,0.0,129.4,120,1.0,2.8,995.5,69
63rd Street Weather Station,07/14/2021 08:00:00 PM,27.0,74,0.0,0.0,278.4,194,3.4,6.7,994.6,3
Foster Weather Station,07/14/2021 08:00:00 PM,26.78,63,,0.0,,0,3.3,0.0,993.6,5
Oak Street Weather Station,07/14/2021 08:00:00 PM,27.5,67,0.0,0.0,129.4,119,0.9,2.0,995.2,-2
63rd Street Weather Station,07/14/2021 11:00:00 PM,26.0,79,0.0,0.0,278.4,208,3.2,8.6,993.8,0
Foster Weather Station,07/14/2021 11:00:00 PM,26.28,66,,0.0,,0,3.3,0.0,992.9,3
Oak Street Weather Station,07/14/2021 11:00:00 PM,26.7,71,0.0,0.0,129.5,283,1.1,2.5,994.4,-4
63rd Street Weather Station,07/15/2021 12:00:00 AM,26.1,77,0.0,0.0,278.4,222,4.7,9.6,993.7,0
Foster Weather Station,07/15/2021 12:00:00 AM,26.06,66,,0.0,,0,3.3,0.0,992.9,2
Oak Street Weather Station,07/15/2021 12:00:00 AM,26.6,70,0.0,0.0,129.5,0,1.0,3.0,994.1,-4
63rd Street Weather Station,07/15/2021 01:00:00 AM,26.2,74,0.0,0.0,278.4,232,5.2,9.1,993.3,0
Foster Weather Station,07/15/2021 01:00:00 AM,25.67,67,,0.0,,0,3.3,0.0,992.2,3
Oak Street Weather Station,07/15/2021 01:00:00 AM,26.4,70,0.0,0.0,129.5,315,1.5,3.4,993.8,-4
63rd Street Weather Station,07/15/2021 02:00:00 AM,26.0,75,0.0,0.0,278.4,244,5.4,9.4,993.2,0
Foster Weather Station,07/15/2021 02:00:00 AM,25.5,67,,0.0,,0,3.3,0.0,992.2,2
Oak Street Weather Station,07/15/2021 02:00:00 AM,26.1,71,0.0,0.0,129.5,264,0.7,2.5,993.6,-4
63rd Street Weather Station,07/15/2021 03:00:00 AM,25.5,77,0.0,0.0,278.4,236,4.4,7.7,992.5,0
Foster Weather Station,07/15/2021 03:00:00 AM,25.5,67,,0.0,,0,3.3,0.0,991.5,3
Oak Street Weather Station,07/15/2021 03:00:00 AM,26.0,71,0.0,0.0,129.5,0,0.4,1.4,992.8,-4
63rd Street Weather Station,07/15/2021 04:00:00 AM,25.8,77,0.0,0.0,278.4,248,6.5,9.5,992.2,0
Foster Weather Station,07/15/2021 04:00:00 AM,25.17,68,,0.0,,0,3.3,0.0,991.2,3
Oak Street Weather Station,07/15/2021 04:00:00 AM,25.8,73,0.0,0.2,129.6,331,1.3,2.9,992.2,-4
63rd Street Weather Station,07/15/2021 05:00:00 AM,23.5,85,0.0,0.8,279.2,252,7.7,13.4,991.5,0
Foster Weather Station,07/15/2021 05:00:00 AM,23.39,76,,0.0,,0,3.3,0.0,990.2,3
Oak Street Weather Station,07/15/2021 05:00:00 AM,24.2,79,0.0,0.1,129.7,274,2.4,7.6,991.6,-3
63rd Street Weather Station,07/15/2021 07:00:00 AM,22.1,87,0.0,0.1,279.8,257,5.1,8.8,992.2,23
63rd Street Weather Station,06/22/2019 07:00:00 AM,16.1,90,0.0,0.0,154.1,71,2.6,3.5,994.4,91
Foster Weather Station,06/22/2019 07:00:00 AM,14.28,83,,0.0,,86,0.5,0.8,994.6,0
Oak Street Weather Station,06/22/2019 07:00:00 AM,16.0,80,0.0,0.0,66.1,68,1.2,1.5,995.7,57
63rd Street Weather Station,06/22/2019 08:00:00 AM,15.8,91,0.0,0.0,154.1,58,1.9,3.3,995.3,170
Foster Weather Station,06/22/2019 08:00:00 AM,14.78,81,,0.0,,76,1.2,1.3,994.9,0
Oak Street Weather Station,06/22/2019 08:00:00 AM,16.6,79,0.0,0.0,66.1,116,1.1,1.3,996.3,143
63rd Street Weather Station,06/22/2019 09:00:00 AM,17.0,87,0.0,0.0,154.1,101,1.6,2.8,995.0,291
Foster Weather Station,06/22/2019 09:00:00 AM,15.39,77,,0.0,,0,1.2,0.0,994.6,0
Oak Street Weather Station,06/22/2019 09:00:00 AM,18.2,75,0.0,0.0,66.1,164,1.3,3.7,995.9,546
63rd Street Weather Station,06/22/2019 10:00:00 AM,18.0,86,0.0,0.0,154.1,84,3.0,5.3,995.4,589
Foster Weather Station,06/22/2019 10:00:00 AM,16.39,74,,0.03,,107,0.4,0.9,995.6,0
Oak Street Weather Station,06/22/2019 10:00:00 AM,17.9,76,0.0,0.0,66.1,142,1.1,3.6,996.8,687
63rd Street Weather Station,06/22/2019 11:00:00 AM,18.3,84,0.0,0.0,154.1,82,1.7,3.7,995.5,856
Foster Weather Station,06/22/2019 11:00:00 AM,16.89,73,,0.0,,69,2.9,4.2,995.6,0
Oak Street Weather Station,06/22/2019 11:00:00 AM,18.9,72,0.0,0.0,66.1,126,1.5,2.9,996.7,798
63rd Street Weather Station,06/22/2019 12:00:00 PM,17.0,89,0.0,0.0,154.1,75,3.7,5.0,995.9,634
Foster Weather Station,06/22/2019 12:00:00 PM,17.06,71,,0.0,,87,1.1,1.4,995.6,0
Oak Street Weather Station,06/22/2019 12:00:00 PM,19.2,70,0.0,0.0,66.1,146,0.8,2.5,997.0,741
63rd Street Weather Station,06/22/2019 01:00:00 PM,17.9,86,0.0,0.0,154.1,77,4.2,5.6,995.9,565
Foster Weather Station,06/22/2019 01:00:00 PM,17.78,70,,0.0,,211,0.8,1.2,995.9,0
Oak Street Weather Station,06/22/2019 01:00:00 PM,19.6,69,0.0,0.0,66.1,138,1.3,2.7,997.2,818
63rd Street Weather Station,06/22/2019 02:00:00 PM,18.8,83,0.0,0.0,154.1,83,3.2,5.3,996.0,238
Foster Weather Station,06/22/2019 02:00:00 PM,17.56,70,,0.0,,100,1.6,1.9,995.9,0
Oak Street Weather Station,06/22/2019 02:00:00 PM,19.6,69,0.0,0.0,66.1,138,1.3,2.4,997.3,821
63rd Street Weather Station,06/22/2019 03:00:00 PM,18.5,85,0.0,0.0,154.1,84,3.7,6.4,995.2,270
Foster Weather Station,06/22/2019 03:00:00 PM,16.56,74,,0.0,,74,1.3,1.4,994.9,0
Oak Street Weather Station,06/22/2019 03:00:00 PM,19.6,68,0.0,0.0,66.1,147,1.7,3.8,996.4,593
63rd Street Weather Station,06/22/2019 04:00:00 PM,19.4,83,0.0,0.0,154.1,91,1.4,4.4,994.8,315
Foster Weather Station,06/22/2019 04:00:00 PM,17.17,72,,0.0,,62,1.2,1.3,994.6,0
Oak Street Weather Station,06/22/2019 04:00:00 PM,20.2,67,0.0,0.0,66.1,182,1.0,2.4,995.9,373
63rd Street Weather Station,06/22/2019 05:00:00 PM,19.6,84,0.0,0.0,154.1,108,2.3,3.9,993.1,446
Foster Weather Station,06/22/2019 05:00:00 PM,17.56,72,,0.0,,99,1.2,1.3,992.9,0
Oak Street Weather Station,06/22/2019 05:00:00 PM,19.8,70,0.0,0.0,66.1,0,0.5,2.0,994.1,63
63rd Street Weather Station,06/22/2019 06:00:00 PM,19.5,83,0.0,0.0,154.1,59,1.3,2.0,994.3,101
Foster Weather Station,06/22/2019 06:00:00 PM,17.56,71,,0.0,,156,0.4,0.8,994.2,0
Oak Street Weather Station,06/22/2019 06:00:00 PM,19.5,72,0.0,0.0,66.1,122,1.2,2.3,995.4,61
63rd Street Weather Station,07/14/2021 09:00:00 PM,26.5,77,0.0,0.0,278.4,198,3.9,7.3,994.3,0
Foster Weather Station,07/14/2021 09:00:00 PM,26.67,65,,0.0,,0,3.3,0.0,993.2,3
Oak Street Weather Station,07/14/2021 09:00:00 PM,27.2,68,0.0,0.0,129.5,326,0.5,1.6,994.8,-4
63rd Street Weather Station,07/15/2021 06:00:00 AM,22.8,83,0.0,0.5,279.7,266,6.3,9.8,991.9,14
Foster Weather Station,07/15/2021 06:00:00 AM,22.56,72,,0.0,,0,3.3,0.0,990.9,8
Oak Street Weather Station,07/15/2021 06:00:00 AM,22.8,79,0.0,0.0,129.8,312,1.1,3.8,992.6,9
Foster Weather Station,07/15/2021 07:00:00 AM,21.06,80,,0.0,,0,3.3,0.0,991.5,16
Oak Street Weather Station,07/15/2021 07:00:00 AM,22.0,83,0.0,1.4,131.2,304,1.6,4.1,992.7,18
63rd Street Weather Station,10/08/2021 08:00:00 PM,19.4,94,0.0,0.0,591.5,239,0.7,1.2,993.7,1
Foster Weather Station,10/08/2021 08:00:00 PM,18.67,84,,0.0,,0,3.3,0.0,992.9,2
Oak Street Weather Station,10/08/2021 08:00:00 PM,20.4,83,0.0,0.0,238.6,75,0.5,1.0,994.4,-3
63rd Street Weather Station,10/08/2021 09:00:00 PM,19.1,93,0.0,0.0,591.5,229,0.7,0.9,993.5,1
Foster Weather Station,10/08/2021 09:00:00 PM,18.56,85,,0.0,,0,3.3,0.0,992.9,4
Oak Street Weather Station,10/08/2021 09:00:00 PM,20.3,81,0.0,0.0,238.6,344,0.4,1.7,994.1,-3
63rd Street Weather Station,10/08/2021 10:00:00 PM,18.8,94,0.0,0.0,591.5,235,0.7,0.9,993.6,1
Foster Weather Station,10/08/2021 10:00:00 PM,18.56,84,,0.0,,0,3.3,0.0,992.9,2
Oak Street Weather Station,10/08/2021 10:00:00 PM,20.2,83,0.0,0.0,238.6,343,0.9,1.3,994.3,-3
63rd Street Weather Station,10/08/2021 11:00:00 PM,18.5,96,0.0,0.0,591.5,227,1.4,2.2,993.7,1
Foster Weather Station,10/08/2021 11:00:00 PM,18.56,85,,0.0,,0,3.3,0.0,992.9,4
Oak Street Weather Station,10/08/2021 11:00:00 PM,20.2,82,0.0,0.0,238.6,0,0.0,0.7,994.3,-3
63rd Street Weather Station,10/09/2021 12:00:00 AM,18.1,97,0.0,0.0,591.5,247,1.8,2.5,993.5,1
Foster Weather Station,10/09/2021 12:00:00 AM,18.67,83,,0.0,,0,3.3,0.0,992.9,3
Oak Street Weather Station,10/09/2021 12:00:00 AM,20.3,80,0.0,0.0,238.6,279,1.7,3.5,994.2,-3
63rd Street Weather Station,10/09/2021 01:00:00 AM,17.8,97,0.0,0.0,591.5,243,1.5,2.2,993.6,1
Foster Weather Station,10/09/2021 01:00:00 AM,18.39,84,,0.0,,0,3.3,0.0,992.9,3
Oak Street Weather Station,10/09/2021 01:00:00 AM,20.0,81,0.0,0.0,238.6,282,1.7,3.4,994.3,-3
63rd Street Weather Station,10/09/2021 02:00:00 AM,18.1,97,0.0,0.0,591.5,258,1.4,2.1,993.7,1
Foster Weather Station,10/09/2021 02:00:00 AM,18.28,85,,0.08,,0,3.3,0.0,992.9,3
Oak Street Weather Station,10/09/2021 02:00:00 AM,19.5,84,0.0,0.1,238.7,290,0.7,2.7,994.4,-3
63rd Street Weather Station,10/09/2021 03:00:00 AM,18.5,94,0.0,0.0,591.5,256,1.9,2.8,993.3,1
Foster Weather Station,10/09/2021 03:00:00 AM,18.06,86,,0.0,,0,3.3,0.0,992.6,2
Oak Street Weather Station,10/09/2021 03:00:00 AM,19.6,84,0.0,0.0,238.7,0,0.0,0.3,993.9,-3
63rd Street Weather Station,10/09/2021 04:00:00 AM,18.5,94,0.0,0.0,591.5,0,0.0,0.4,993.2,1
Foster Weather Station,10/09/2021 04:00:00 AM,18.17,86,,0.0,,0,3.3,0.0,992.2,1
63rd Street Weather Station,06/22/2019 07:00:00 PM,18.9,83,0.0,0.0,154.1,47,0.8,1.6,994.9,29
Foster Weather Station,06/22/2019 07:00:00 PM,17.78,72,,0.0,,347,0.7,0.9,994.6,0
Oak Street Weather Station,06/22/2019 07:00:00 PM,20.1,70,0.0,0.0,66.1,81,0.9,1.1,995.8,39
63rd Street Weather Station,06/22/2019 08:00:00 PM,18.2,89,0.0,0.0,154.1,40,1.4,2.3,994.0,16
Foster Weather Station,06/22/2019 08:00:00 PM,16.39,78,,0.0,,15,1.2,1.4,993.6,0
Oak Street Weather Station,06/22/2019 08:00:00 PM,18.9,75,0.0,0.0,66.1,75,1.6,2.1,994.8,16
63rd Street Weather Station,06/22/2019 09:00:00 PM,19.4,85,0.0,0.0,154.1,76,1.6,2.1,993.9,1
Foster Weather Station,06/22/2019 09:00:00 PM,16.78,78,,0.0,,71,1.2,1.3,993.6,0
Oak Street Weather Station,06/22/2019 09:00:00 PM,18.5,76,0.0,0.0,66.1,97,1.5,1.8,994.8,-3
63rd Street Weather Station,06/22/2019 10:00:00 PM,20.7,82,0.0,0.0,154.1,167,0.7,1.4,995.0,1
Foster Weather Station,06/22/2019 10:00:00 PM,17.78,75,,0.0,,134,2.5,2.6,994.6,0
Oak Street Weather Station,06/22/2019 10:00:00 PM,21.2,70,0.0,0.0,66.1,133,1.3,2.8,995.7,-3
63rd Street Weather Station,06/22/2019 11:00:00 PM,22.8,74,0.0,0.0,154.1,165,1.7,3.4,994.9,0
Foster Weather Station,06/22/2019 11:00:00 PM,18.5,75,,0.0,,141,2.6,3.0,994.2,0
Oak Street Weather Station,06/22/2019 11:00:00 PM,22.7,67,0.0,0.0,66.1,134,1.0,1.9,995.5,-3
63rd Street Weather Station,06/23/2019 12:00:00 AM,23.3,70,0.0,0.0,154.1,165,3.4,7.0,994.4,0
Foster Weather Station,06/23/2019 12:00:00 AM,18.28,78,,0.0,,121,1.3,1.9,993.9,0
Oak Street Weather Station,06/23/2019 12:00:00 AM,22.8,66,0.0,0.0,66.1,145,1.2,2.8,995.2,-4
63rd Street Weather Station,06/23/2019 01:00:00 AM,23.0,71,0.0,0.0,154.1,161,2.6,5.8,995.0,0
Foster Weather Station,06/23/2019 01:00:00 AM,17.56,78,,0.0,,134,2.1,3.1,994.6,0
Oak Street Weather Station,06/23/2019 01:00:00 AM,21.2,72,0.0,0.0,66.1,157,1.7,3.2,995.6,-3
63rd Street Weather Station,06/23/2019 02:00:00 AM,21.3,71,0.0,0.4,154.5,162,1.3,5.2,994.8,1
Foster Weather Station,06/23/2019 02:00:00 AM,18.5,71,,0.0,,147,4.4,5.3,993.9,0
Oak Street Weather Station,06/23/2019 02:00:00 AM,21.8,63,0.0,0.0,66.1,154,1.4,3.2,995.3,-3
63rd Street Weather Station,06/23/2019 03:00:00 AM,19.1,80,0.0,0.0,154.5,164,1.7,4.5,994.3,1
Foster Weather Station,06/23/2019 03:00:00 AM,16.67,77,,0.18,,114,2.1,2.5,993.6,0
Oak Street Weather Station,06/23/2019 03:00:00 AM,19.7,67,0.0,0.3,66.4,160,2.1,4.9,995.1,-3
63rd Street Weather Station,06/23/2019 04:00:00 AM,18.5,78,0.0,0.0,154.5,115,1.3,2.3,993.0,1
Foster Weather Station,06/23/2019 04:00:00 AM,16.39,76,,0.56,,125,2.2,3.1,992.6,0
Oak Street Weather Station,06/23/2019 04:00:00 AM,18.8,66,0.0,0.0,66.4,161,2.2,4.4,993.9,-2
63rd Street Weather Station,06/23/2019 05:00:00 AM,17.8,86,0.0,0.0,154.5,168,0.3,1.0,993.2,2
Foster Weather Station,06/23/2019 05:00:00 AM,16.06,73,,0.0,,126,2.5,3.4,992.9,0
Oak Street Weather Station,06/23/2019 05:00:00 AM,19.5,61,0.0,0.0,66.4,129,2.0,4.1,994.1,-2
63rd Street Weather Station,06/23/2019 06:00:00 AM,18.5,82,13.2,0.6,155.1,232,1.1,1.6,994.5,6
Foster Weather Station,06/23/2019 06:00:00 AM,16.0,71,,0.0,,169,1.9,2.2,993.9,0
Oak Street Weather Station,06/23/2019 06:00:00 AM,18.2,69,0.6,0.0,66.5,162,1.1,2.6,995.3,11
63rd Street Weather Station,07/14/2021 10:00:00 PM,26.2,79,0.0,0.0,278.4,207,3.0,6.3,994.3,0
Foster Weather Station,07/14/2021 10:00:00 PM,26.5,67,,0.0,,0,3.3,0.0,993.6,3
Oak Street Weather Station,07/14/2021 10:00:00 PM,26.9,71,0.0,0.0,129.5,238,0.4,0.9,995.1,-4
63rd Street Weather Station,07/15/2021 08:00:00 AM,22.0,89,0.0,0.6,280.4,268,3.2,5.0,992.7,42
Foster Weather Station,07/15/2021 08:00:00 AM,21.78,77,,0.0,,0,3.3,0.0,991.9,61
Oak Street Weather Station,07/15/2021 08:00:00 AM,22.6,80,0.0,0.0,131.2,336,2.2,4.3,993.0,44
63rd Street Weather Station,07/15/2021 09:00:00 AM,22.3,90,0.0,0.0,280.4,279,2.4,4.3,993.4,90
Foster Weather Station,07/15/2021 09:00:00 AM,22.5,77,,0.0,,0,3.3,0.0,992.6,42
Oak Street Weather Station,07/15/2021 09:00:00 AM,23.0,82,0.0,0.1,131.2,10,1.7,2.6,993.9,86
63rd Street Weather Station,07/15/2021 10:00:00 AM,23.3,88,0.0,0.2,280.6,256,4.2,6.6,993.3,274
Foster Weather Station,07/15/2021 10:00:00 AM,23.0,75,,0.0,,0,3.3,0.0,992.6,428
Oak Street Weather Station,07/15/2021 10:00:00 AM,23.2,83,0.0,0.2,131.4,276,1.7,4.6,993.9,248
63rd Street Weather Station,07/15/2021 11:00:00 AM,24.1,84,0.0,0.3,280.9,251,3.6,7.3,993.8,121
Foster Weather Station,07/15/2021 11:00:00 AM,24.0,72,,0.0,,0,3.3,0.0,992.9,246
Oak Street Weather Station,07/15/2021 11:00:00 AM,24.5,75,0.0,0.0,131.4,243,0.5,1.3,994.4,214
63rd Street Weather Station,07/15/2021 12:00:00 PM,24.3,82,0.0,0.1,281.0,255,4.5,6.2,994.1,132
Foster Weather Station,07/15/2021 12:00:00 PM,23.89,71,,0.0,,0,3.3,0.0,993.2,140
Oak Street Weather Station,07/15/2021 12:00:00 PM,24.5,75,0.0,0.0,131.4,0,0.5,1.2,994.6,103
63rd Street Weather Station,07/15/2021 01:00:00 PM,24.6,80,0.0,0.0,281.0,254,3.6,6.6,993.8,312
Foster Weather Station,07/15/2021 01:00:00 PM,24.0,74,,0.0,,0,3.3,0.0,993.2,121
Oak Street Weather Station,07/15/2021 01:00:00 PM,23.5,83,0.0,0.0,131.4,256,1.7,5.5,994.6,125
63rd Street Weather Station,07/15/2021 02:00:00 PM,24.6,81,0.0,0.0,281.0,264,4.8,7.4,993.6,330
Foster Weather Station,07/15/2021 02:00:00 PM,24.17,71,,0.0,,0,3.3,0.0,992.9,319
Oak Street Weather Station,07/15/2021 02:00:00 PM,24.5,80,0.0,0.2,131.7,79,0.5,0.8,994.1,320
63rd Street Weather Station,07/15/2021 03:00:00 PM,25.4,78,0.0,0.0,281.0,272,3.1,5.4,993.3,335
Foster Weather Station,07/15/2021 03:00:00 PM,22.39,75,,0.0,,0,3.3,0.0,992.9,52
Oak Street Weather Station,07/15/2021 03:00:00 PM,25.8,72,0.0,0.0,131.7,307,1.5,3.6,993.9,694
63rd Street Weather Station,07/15/2021 04:00:00 PM,26.3,72,0.0,0.0,281.0,269,2.6,4.4,993.3,206
Foster Weather Station,07/15/2021 04:00:00 PM,22.5,79,,0.0,,0,3.3,0.0,992.9,346
Oak Street Weather Station,07/15/2021 04:00:00 PM,22.5,84,0.0,0.0,131.7,57,1.3,1.9,994.1,97
63rd Street Weather Station,07/15/2021 05:00:00 PM,22.7,86,0.0,0.0,281.0,43,1.6,4.3,993.2,94
Foster Weather Station,07/15/2021 05:00:00 PM,22.0,82,,0.0,,0,3.3,0.0,992.9,199
Oak Street Weather Station,07/15/2021 05:00:00 PM,22.8,84,0.0,0.0,131.7,26,1.4,2.1,994.2,150
63rd Street Weather Station,07/15/2021 06:00:00 PM,22.2,91,0.0,0.0,281.0,72,1.4,1.9,993.2,49
63rd Street Weather Station,06/23/2019 07:00:00 AM,17.0,95,0.6,2.7,157.9,117,0.0,0.7,993.4,19
Foster Weather Station,06/23/2019 07:00:00 AM,15.0,81,,0.76,,121,1.6,2.5,992.9,0
Oak Street Weather Station,06/23/2019 07:00:00 AM,16.8,81,0.0,1.2,67.6,154,2.1,3.3,994.1,23
63rd Street Weather Station,06/23/2019 08:00:00 AM,18.5,87,0.0,0.9,158.8,151,0.3,1.2,992.2,200
Foster Weather Station,06/23/2019 08:00:00 AM,16.06,76,,0.03,,131,5.6,6.0,991.5,0
Oak Street Weather Station,06/23/2019 08:00:00 AM,19.9,71,0.0,1.0,68.7,150,1.8,4.0,992.7,471
63rd Street Weather Station,06/23/2019 09:00:00 AM,19.8,85,0.0,0.0,158.8,169,1.0,3.9,991.2,319
Foster Weather Station,06/23/2019 09:00:00 AM,16.89,76,,0.0,,135,4.3,5.4,990.9,0
Oak Street Weather Station,06/23/2019 09:00:00 AM,19.4,75,0.0,0.0,68.7,149,1.7,3.8,991.9,340
63rd Street Weather Station,06/23/2019 10:00:00 AM,21.3,83,0.0,0.0,158.8,154,1.1,3.6,990.4,294
Foster Weather Station,06/23/2019 10:00:00 AM,16.0,81,,0.0,,115,3.2,3.6,989.8,0
Oak Street Weather Station,06/23/2019 10:00:00 AM,18.4,82,0.0,0.0,68.7,154,2.2,4.2,991.0,315
63rd Street Weather Station,06/23/2019 11:00:00 AM,24.8,74,0.0,0.0,158.8,162,3.9,8.9,989.4,723
Foster Weather Station,06/23/2019 11:00:00 AM,17.78,78,,0.0,,144,2.6,3.1,989.2,0
Oak Street Weather Station,06/23/2019 11:00:00 AM,21.5,74,0.0,0.0,68.7,160,2.1,4.8,990.3,781
63rd Street Weather Station,06/23/2019 12:00:00 PM,26.0,70,0.0,0.0,158.8,184,4.0,7.9,989.5,299
Foster Weather Station,06/23/2019 12:00:00 PM,18.5,78,,0.0,,135,2.3,2.7,988.8,0
Oak Street Weather Station,06/23/2019 12:00:00 PM,23.0,72,0.0,0.0,68.7,168,1.4,2.7,990.1,264
63rd Street Weather Station,06/23/2019 01:00:00 PM,25.8,73,0.0,0.0,158.8,198,3.1,6.0,989.3,108
Foster Weather Station,06/23/2019 01:00:00 PM,19.39,78,,0.08,,148,2.5,2.6,988.8,0
Oak Street Weather Station,06/23/2019 01:00:00 PM,22.9,80,0.0,1.4,70.0,0,0.0,1.1,990.2,62
63rd Street Weather Station,06/23/2019 02:00:00 PM,26.2,77,0.0,0.0,158.8,188,4.0,7.3,988.6,229
Foster Weather Station,06/23/2019 02:00:00 PM,18.39,81,,0.03,,111,1.1,1.3,988.1,0
Oak Street Weather Station,06/23/2019 02:00:00 PM,25.4,73,0.0,0.0,70.0,101,0.6,1.8,989.2,204
63rd Street Weather Station,06/23/2019 03:00:00 PM,24.9,81,0.0,0.0,158.8,160,1.6,4.7,987.7,254
Foster Weather Station,06/23/2019 03:00:00 PM,20.78,79,,0.0,,141,4.4,4.9,987.1,0
Oak Street Weather Station,06/23/2019 03:00:00 PM,23.8,80,0.6,0.0,70.1,155,2.1,4.4,988.4,83
63rd Street Weather Station,06/23/2019 04:00:00 PM,22.2,91,0.0,3.9,162.7,141,0.6,1.8,986.9,279
Foster Weather Station,06/23/2019 04:00:00 PM,23.39,79,,0.13,,146,5.4,5.7,986.5,0
Oak Street Weather Station,06/23/2019 04:00:00 PM,24.6,84,0.0,2.9,72.9,159,1.5,3.8,987.5,606
63rd Street Weather Station,06/23/2019 05:00:00 PM,22.0,90,0.6,0.0,162.8,152,1.3,4.7,985.7,201
Foster Weather Station,06/23/2019 05:00:00 PM,20.78,79,,0.0,,127,2.2,2.5,985.1,0
Oak Street Weather Station,06/23/2019 05:00:00 PM,23.0,80,0.6,0.0,73.0,150,1.9,4.9,986.4,83
63rd Street Weather Station,06/23/2019 06:00:00 PM,22.2,94,2.4,0.1,162.9,166,1.7,3.3,985.3,32
Foster Weather Station,06/23/2019 06:00:00 PM,20.56,88,,7.65,,0,2.2,0.0,984.8,0
Oak Street Weather Station,06/23/2019 06:00:00 PM,22.9,86,6.0,2.2,75.1,158,1.2,4.1,986.0,11
Foster Weather Station,07/15/2021 06:00:00 PM,20.56,86,,0.0,,0,3.3,0.0,992.9,135
Oak Street Weather Station,07/15/2021 06:00:00 PM,21.6,91,0.0,0.0,131.7,52,1.4,2.0,994.1,75
Oak Street Weather Station,10/09/2021 04:00:00 AM,19.9,83,0.0,0.0,238.7,98,0.7,1.0,993.7,-3
63rd Street Weather Station,01/08/2022 07:00:00 AM,-7.6,67,0.0,0.0,1.4,189,4.6,7.8,1000.9,6
Foster Weather Station,01/08/2022 07:00:00 AM,-8.06,52,,0.0,,0,3.3,0.0,1000.0,2
Oak Street Weather Station,01/08/2022 07:00:00 AM,-6.9,60,0.0,0.0,55.5,114,2.3,4.1,1001.5,4
63rd Street Weather Station,01/08/2022 08:00:00 AM,-7.1,63,0.0,0.0,1.4,182,5.1,7.6,1000.6,55
Foster Weather Station,01/08/2022 08:00:00 AM,-7.67,49,,0.0,,0,3.3,0.0,999.3,51
Oak Street Weather Station,01/08/2022 08:00:00 AM,-6.5,56,0.0,0.0,55.5,118,1.2,3.5,1001.0,22
63rd Street Weather Station,01/08/2022 09:00:00 AM,-5.9,60,0.0,0.0,1.4,194,4.5,7.4,999.9,110
Foster Weather Station,01/08/2022 09:00:00 AM,-6.56,45,,0.0,,0,3.3,0.0,998.6,185
Oak Street Weather Station,01/08/2022 09:00:00 AM,-5.6,53,0.0,0.0,55.5,342,1.4,2.8,1000.4,32
63rd Street Weather Station,01/08/2022 10:00:00 AM,-4.9,53,0.0,0.0,1.4,197,7.6,12.9,999.2,79
Foster Weather Station,01/08/2022 10:00:00 AM,-5.5,42,,0.0,,0,3.3,0.0,998.3,96
Oak Street Weather Station,01/08/2022 10:00:00 AM,-4.1,47,0.0,0.0,55.5,58,2.1,3.6,999.9,86
63rd Street Weather Station,01/08/2022 11:00:00 AM,-4.3,59,0.0,0.0,1.4,194,3.6,6.1,998.7,68
Foster Weather Station,01/08/2022 11:00:00 AM,-5.0,45,,0.0,,0,3.3,0.0,997.6,80
Oak Street Weather Station,01/08/2022 11:00:00 AM,-3.5,50,0.0,0.0,55.5,23,2.2,4.3,999.2,78
63rd Street Weather Station,01/08/2022 12:00:00 PM,-3.4,58,0.0,0.0,1.4,185,4.8,9.5,996.5,75
Foster Weather Station,01/08/2022 12:00:00 PM,-4.0,45,,0.0,,0,3.3,0.0,995.6,129
